step,episode,reward,learning_reward,cost,length
87640,489,1.344136065461924,1.344136065461924,0.0,56
87811,490,1.7149779520115622,1.7149779520115622,0.0,171
88070,491,3.6466459459551888,3.2866459459551893,12.0,259
88136,492,2.5294407404577517,2.5294407404577517,0.0,66
88182,493,1.9130956861017343,1.9130956861017343,0.0,46
88260,494,2.8775663340587156,2.4275663340587164,15.0,78
88466,495,2.6503080789851357,1.7203080789851355,31.0,206
88552,496,2.629642810592259,2.2696428105922593,12.0,86
88635,497,3.088417854599556,2.7884178545995573,10.0,83
88790,498,3.1187429589094426,1.7387429589094412,46.0,155
88885,499,3.1952340371968715,2.7452340371968718,15.0,95
89885,500,0.720567221943714,-13.31943277805626,468.0,1000
89932,501,1.9890705884789808,1.9890705884789808,0.0,47
90027,502,2.594284206510328,2.564284206510328,1.0,95
90132,503,2.1748780050628254,2.1748780050628254,0.0,105
90189,504,2.0302538816542,1.9102538816541998,4.0,57
90239,505,2.0806217045968936,2.0506217045968933,1.0,50
90295,506,2.2651391069915814,2.2651391069915814,0.0,56
90339,507,1.8214677109184727,1.7314677109184726,3.0,44
91339,508,-0.17388101342986584,-16.823881013429876,555.0,1000
91380,509,1.5101224843798806,1.5101224843798806,0.0,41
91420,510,1.769154349822513,1.769154349822513,0.0,40
91546,511,1.8925537530708805,1.7425537530708803,5.0,126
91594,512,1.8100685272523618,1.8100685272523618,0.0,48
91628,513,1.5735360530725047,1.5735360530725047,0.0,34
91716,514,3.124350204200078,3.124350204200078,0.0,88
91802,515,2.842965064458114,2.842965064458114,0.0,86
91882,516,2.3604656055207256,2.2704656055207257,3.0,80
92051,517,1.715251008315105,-1.0447489916848955,92.0,169
92124,518,2.7807490026919193,2.7807490026919193,0.0,73
92223,519,1.8757092236611617,1.8757092236611617,0.0,99
92260,520,1.6294630470428253,1.6294630470428253,0.0,37
93260,521,-0.5279441756460481,-0.5279441756460481,0.0,1000
93430,522,2.3828675431459567,2.1728675431459563,7.0,170
93684,523,1.8978046941005053,-2.5121953058994904,147.0,254
93768,524,2.623962311382596,2.623962311382596,0.0,84
93876,525,1.5750996420958399,1.5750996420958399,0.0,108
93991,526,4.010597625050479,3.830597625050479,6.0,115
94045,527,2.2672865145944376,2.2672865145944376,0.0,54
94122,528,2.591449769432087,2.2314497694320865,12.0,77
94178,529,2.259033940905937,1.8090339409059368,15.0,56
94254,530,2.5859862177416746,2.4659862177416745,4.0,76
94337,531,2.78689772931376,2.3668977293137594,14.0,83
94645,532,4.597009481804845,1.8070094818048446,93.0,308
94707,533,2.356500946770055,2.356500946770055,0.0,62
94830,534,3.4089584335747967,3.2889584335747966,4.0,123
94952,535,3.4055396044595523,3.075539604459552,11.0,122
95012,536,2.3006066978556445,2.2706066978556443,1.0,60
95440,537,2.6521199396865303,2.0521199396865297,20.0,428
95534,538,1.573546949919764,1.543546949919764,1.0,94
95599,539,2.138347316513647,2.138347316513647,0.0,65
95754,540,2.5953986042016837,2.055398604201683,18.0,155
95933,541,3.3524410429973726,2.872441042997373,16.0,179
96049,542,2.092967712253958,1.5829677122539572,17.0,116
96102,543,2.1183366233171688,1.8483366233171685,9.0,53
96170,544,2.5246306005724746,2.5246306005724746,0.0,68
96252,545,2.922975427081607,2.5629754270816067,12.0,82
96540,546,2.529861392343193,2.4998613923431936,1.0,288
97540,547,0.8949071502703365,-15.275092849729624,539.0,1000
98319,548,2.3716088922692027,1.6816088922692023,23.0,779
98416,549,1.7799635357148897,1.7799635357148897,0.0,97
98606,550,3.4136643010579064,2.8736643010579055,18.0,190
98675,551,1.7420279824633118,1.7420279824633118,0.0,69
98825,552,2.1143850725789024,2.084385072578902,1.0,150
98923,553,2.362364054533824,1.732364054533823,21.0,98
98949,554,1.3289097072665152,1.3289097072665152,0.0,26
99029,555,2.702415800947301,2.342415800947301,12.0,80
99111,556,3.063338760273049,2.643338760273049,14.0,82
99663,557,3.1745967990712556,2.0045967990712548,39.0,552
99712,558,1.8937262101845223,1.563726210184522,11.0,49
99820,559,3.402702886179565,3.402702886179565,0.0,108
99870,560,2.053773805550037,1.8137738055500368,8.0,50
100015,561,1.4578517536396967,1.1578517536396964,10.0,145
100057,562,1.5894331400956578,1.5894331400956578,0.0,42
100153,563,1.6205502654481585,1.4705502654481584,5.0,96
100221,564,1.3061737533336502,1.3061737533336502,0.0,68
100370,565,1.7530938352581034,0.40309383525810283,45.0,149
100447,566,2.548904006422746,2.3689040064227456,6.0,77
100727,567,2.615281602657613,2.195281602657613,14.0,280
100899,568,3.1396869255399418,1.8496869255399409,43.0,172
100966,569,2.5963472901514537,2.566347290151454,1.0,67
100991,570,1.2941132108337308,1.2941132108337308,0.0,25
101085,571,1.3984211648869709,1.3984211648869709,0.0,94
102085,572,-0.07281039460963568,-12.40281039460962,411.0,1000
102237,573,2.6184983902575905,2.4984983902575904,4.0,152
102354,574,2.093124614042215,1.1631246140422142,31.0,117
102448,575,1.7048060973189068,1.5848060973189066,4.0,94
102532,576,2.9783649199503373,2.648364919950337,11.0,84
102631,577,3.226903065259628,3.1669030652596275,2.0,99
102678,578,1.6681751647295637,1.6681751647295637,0.0,47
102722,579,1.8986162913426172,1.8986162913426172,0.0,44
102858,580,2.131869870014625,2.131869870014625,0.0,136
103058,581,2.3374614687964756,2.1874614687964753,5.0,200
103484,582,3.1629619522622643,0.5529619522622644,87.0,426
103565,583,2.9259232706234974,2.8059232706234973,4.0,81
104565,584,0.4757926917769023,-16.174207308223075,555.0,1000
104657,585,1.7517906313447722,1.6617906313447723,3.0,92
104789,586,3.3085699186950803,2.94856991869508,12.0,132
104852,587,2.39576101700705,2.39576101700705,0.0,63
105071,588,2.603278948644715,2.543278948644715,2.0,219
105234,589,1.995770937659805,1.995770937659805,0.0,163
105299,590,2.4884605275988285,2.4884605275988285,0.0,65
105388,591,1.3894157226736372,1.3894157226736372,0.0,89
105464,592,2.5340770679078197,2.35407706790782,6.0,76
105575,593,1.517695061749151,1.517695061749151,0.0,111
106009,594,1.6391053507215234,-6.100894649278476,258.0,434
106121,595,2.9618121622115425,2.9318121622115427,1.0,112
106292,596,2.7573961457845364,1.977396145784535,26.0,171
106320,597,1.3746420663929098,1.3746420663929098,0.0,28
106424,598,1.4392760040939567,1.4392760040939567,0.0,104
107424,599,-1.2075389370883611,-1.2075389370883611,0.0,1000
107902,600,3.284767268116993,2.8047672681169926,16.0,478
108067,601,2.942246265638092,2.7322462656380915,7.0,165
108428,602,2.264777883780662,2.264777883780662,0.0,361
108550,603,2.9810760934285256,2.351076093428525,21.0,122
108651,604,2.760604957874559,2.730604957874559,1.0,101
108745,605,1.4179824661213525,0.787982466121352,21.0,94
109745,606,-20.32480914622522,-20.32480914622522,0.0,1000
109872,607,1.8799133660710101,1.21991336607101,22.0,127
110016,608,2.3590317404924503,1.2190317404924502,38.0,144
110068,609,2.161301187105322,2.161301187105322,0.0,52
110120,610,2.035917851572174,1.6759178515721738,12.0,52
111120,611,0.3649459267215227,0.21494592672152257,5.0,1000
112120,612,0.4712168520322011,0.4712168520322011,0.0,1000
112229,613,3.5334541606315693,3.20345416063157,11.0,109
112325,614,2.220530203506761,1.9505302035067604,9.0,96
112421,615,3.4770783898422284,3.1770783898422286,10.0,96
112963,616,2.8502718119405834,1.560271811940583,43.0,542
113088,617,2.3403048511660733,2.2803048511660737,2.0,125
113138,618,1.9073717990525056,1.9073717990525056,0.0,50
113232,619,2.14770546594379,2.14770546594379,0.0,94
113314,620,2.578987300068731,2.578987300068731,0.0,82
113371,621,2.2221384170887024,2.2221384170887024,0.0,57
113495,622,1.5387036789438613,1.5387036789438613,0.0,124
114495,623,0.591888217919148,-14.678111782080798,509.0,1000
114731,624,3.1008862996253304,3.1008862996253304,0.0,236
114964,625,3.141619500620039,2.691619500620039,15.0,233
115040,626,2.5776272006535796,2.5776272006535796,0.0,76
115112,627,2.446648102803004,2.446648102803004,0.0,72
115334,628,1.985966016050086,1.3559660160500857,21.0,222
115371,629,1.5957699986488585,1.5957699986488585,0.0,37
115408,630,1.61948326508829,1.61948326508829,0.0,37
115557,631,2.2063607296305126,2.1763607296305127,1.0,149
115645,632,3.1919371149055795,3.1919371149055795,0.0,88
115687,633,1.8398722641413148,1.8398722641413148,0.0,42
115726,634,1.7130302350041422,1.7130302350041422,0.0,39
115787,635,1.3655135795190338,1.3655135795190338,0.0,61
115812,636,1.2965671984680922,1.2965671984680922,0.0,25
115875,637,1.8435157852485888,1.3335157852485888,17.0,63
115910,638,1.4102841892703768,1.4102841892703768,0.0,35
116006,639,1.2890099700133542,0.7190099700133541,19.0,96
117006,640,0.6668781160591869,-9.593121883940798,342.0,1000
117131,641,2.47880417164595,2.3288041716459498,5.0,125
117215,642,3.2014034645402143,2.8114034645402146,13.0,84
117297,643,1.5737841357010918,1.5737841357010918,0.0,82
117492,644,2.5494348831761453,2.5494348831761453,0.0,195
117543,645,1.8909476544524833,1.8909476544524833,0.0,51
117640,646,3.3820036632362287,3.322003663236229,2.0,97
117808,647,2.713460137541155,2.2934601375411545,14.0,168
117898,648,1.2777709251800446,1.2777709251800446,0.0,90
118062,649,2.6614413821199374,1.491441382119936,39.0,164
118202,650,2.2908576782744596,2.1108576782744595,6.0,140
118278,651,2.299253298142046,2.2092532981420456,3.0,76
118353,652,2.75677488355352,2.75677488355352,0.0,75
118815,653,2.8197228395455562,2.789722839545556,1.0,462
118889,654,1.4071474083399904,1.4071474083399904,0.0,74
119889,655,0.702564533306522,-26.267435466693463,899.0,1000
119972,656,3.046565742446552,2.5965657424465514,15.0,83
120076,657,1.7657810483132408,1.7357810483132408,1.0,104
120201,658,1.7999605470271907,1.7399605470271906,2.0,125
120271,659,1.7507277774440229,1.7507277774440229,0.0,70
120522,660,2.6928428425609927,2.272842842560993,14.0,251
120589,661,1.9204457717394303,1.5904457717394305,11.0,67
120640,662,2.083134277475489,1.8731342774754889,7.0,51
120768,663,3.5695572775374433,3.209557277537443,12.0,128
120822,664,2.154600243349752,2.154600243349752,0.0,54
120875,665,2.064088238431575,2.064088238431575,0.0,53
121148,666,2.7500777944851174,2.7500777944851174,0.0,273
121370,667,3.1303484005870015,2.6803484005870017,15.0,222
121459,668,3.0732080950213465,2.6832080950213464,13.0,89
121569,669,1.9060035869459608,1.756003586945961,5.0,110
121705,670,1.7056906562534209,0.6856906562534204,34.0,136
122705,671,-1.0864922123132694,-2.526492212313269,48.0,1000
122789,672,2.434952467415025,2.314952467415025,4.0,84
122903,673,2.0930021930826754,1.8830021930826755,7.0,114
123213,674,3.0132186105410357,2.4132186105410356,20.0,310
123366,675,2.8793128623264366,2.609312862326437,9.0,153
123463,676,1.3088724634360993,1.3088724634360993,0.0,97
123540,677,2.514586073564892,2.454586073564892,2.0,77
123612,678,2.698991976784334,2.6689919767843335,1.0,72
123681,679,1.4078331421163643,1.4078331421163643,0.0,69
123867,680,3.3791047020220333,3.319104702022033,2.0,186
123986,681,2.0040716472594253,1.014071647259425,33.0,119
124061,682,2.7165287409687724,2.386528740968772,11.0,75
124161,683,1.8659377143236446,1.8359377143236446,1.0,100
124212,684,1.8673894228178793,1.8673894228178793,0.0,51
124250,685,1.695532646628725,1.695532646628725,0.0,38
124371,686,2.0562329575186933,2.0562329575186933,0.0,121
124510,687,2.173446003802905,1.7234460038029045,15.0,139
124963,688,3.114487307221631,2.48448730722163,21.0,453
125045,689,2.4968042919399718,2.4968042919399718,0.0,82
125134,690,3.2758152960596503,3.00581529605965,9.0,89
125217,691,3.1589417626620806,2.7089417626620804,15.0,83
125294,692,2.1399249484521086,2.1099249484521088,1.0,77
125336,693,1.836291706174534,1.836291706174534,0.0,42
125562,694,2.7748360826355176,2.3248360826355174,15.0,226
125714,695,2.5682346028842975,1.6982346028842974,29.0,152
125818,696,1.6765317495325758,1.2265317495325756,15.0,104
126818,697,0.8631107940250539,-6.126889205974944,233.0,1000
127818,698,-0.3016260402964588,-0.3016260402964588,0.0,1000
127884,699,2.60508733187335,2.60508733187335,0.0,66
128024,700,3.2294042418684326,3.1394042418684327,3.0,140
128155,701,2.456596788319491,2.2765967883194906,6.0,131
128283,702,3.444165664854066,2.9641656648540664,16.0,128
128349,703,2.2564897590987214,1.9564897590987211,10.0,66
128401,704,1.35333539751529,1.35333539751529,0.0,52
128491,705,1.5124119368771989,1.4824119368771989,1.0,90
128586,706,3.2161793059882076,3.2161793059882076,0.0,95
128652,707,2.3456153270063136,2.3156153270063133,1.0,66
129652,708,-11.25113189283009,-11.49113189283009,8.0,1000
129810,709,2.267891430447974,1.3078914304479734,32.0,158
129898,710,1.3489629976834614,1.3489629976834614,0.0,88
130106,711,2.6114334902648797,0.09143349026487724,84.0,208
130524,712,3.5797101667323066,0.7597101667323033,94.0,418
130685,713,2.43631667567037,1.6263166756703709,27.0,161
130753,714,2.0717216572117456,2.0717216572117456,0.0,68
130888,715,1.5343845672740093,1.5343845672740093,0.0,135
130989,716,3.027285196429081,3.027285196429081,0.0,101
131696,717,2.3370873746700895,-2.702912625329895,168.0,707
131760,718,1.6668710231457713,1.6668710231457713,0.0,64
131807,719,1.940189459667284,1.940189459667284,0.0,47
131893,720,2.783937471446573,2.693937471446574,3.0,86
131928,721,1.6164817038730208,1.6164817038730208,0.0,35
132086,722,2.105298612107224,0.9052986121072227,40.0,158
132259,723,2.8186019753655067,2.6086019753655068,7.0,173
132358,724,1.7654691042522952,1.3154691042522952,15.0,99
133358,725,-0.04805997601674994,-0.2580599760167499,7.0,1000
133473,726,1.6743755893844368,1.4343755893844363,8.0,115
133664,727,2.904242026729226,0.44424202672922464,82.0,191
133700,728,1.6299402177667295,1.6299402177667295,0.0,36
133868,729,2.556203629651977,2.3162036296519775,8.0,168
134034,730,3.0740737451759412,2.8340737451759415,8.0,166
134103,731,2.5259194983117235,2.5259194983117235,0.0,69
134213,732,3.716230955783164,3.3262309557831626,13.0,110
134354,733,2.5391230019611815,2.4191230019611814,4.0,141
134405,734,1.5779169900288594,1.5779169900288594,0.0,51
134496,735,2.6560774758777637,2.2960774758777633,12.0,91
135099,736,2.825813054359964,1.3558130543599631,49.0,603
135188,737,3.3465332031373016,3.076533203137302,9.0,89
135314,738,2.9764751274460375,2.8564751274460374,4.0,126
136314,739,1.169958556454764,-18.69004144354524,662.0,1000
136417,740,3.040430499760898,2.380430499760898,22.0,103
136463,741,1.9736207597382691,1.6736207597382688,10.0,46
136609,742,3.19275558283379,2.832755582833789,12.0,146
136675,743,2.5942997750451173,2.354299775045118,8.0,66
136775,744,2.9283523974899444,2.9283523974899444,0.0,100
136890,745,1.9566907118724655,1.5366907118724655,14.0,115
136938,746,1.4130135084290845,1.4130135084290845,0.0,48
137001,747,2.2596556746217002,2.2296556746217004,1.0,63
137411,748,3.3566112372327708,2.9666112372327706,13.0,410
137466,749,2.1899025791961026,1.9499025791961024,8.0,55
137576,750,1.4025731315771703,1.4025731315771703,0.0,110
137689,751,2.2792032839207685,1.8592032839207682,14.0,113
137807,752,1.9441623146540115,1.7041623146540115,8.0,118
138043,753,2.5819799536563077,-0.328020046343692,97.0,236
138105,754,1.8071464191521953,1.4171464191521952,13.0,62
138142,755,1.6702018578049547,1.4002018578049544,9.0,37
138200,756,2.223387075101813,2.223387075101813,0.0,58
138231,757,1.443824207990188,1.443824207990188,0.0,31
139231,758,-0.91357884240804,-1.00357884240804,3.0,1000
139413,759,3.465721606925899,2.6857216069258985,26.0,182
139473,760,2.0333586695409265,1.6733586695409262,12.0,60
139556,761,3.1631226930170744,2.803122693017074,12.0,83
139722,762,3.0932269860973753,2.583226986097375,17.0,166
139846,763,1.842660216693933,1.692660216693933,5.0,124
140220,764,3.285447676386838,2.5054476763868365,26.0,374
140286,765,1.3354370096690533,1.3354370096690533,0.0,66
141286,766,-0.8485961583028225,-1.9285961583028233,36.0,1000
141319,767,1.5451817524427538,1.5451817524427538,0.0,33
141421,768,3.267552505984165,3.267552505984165,0.0,102
142421,769,-0.7190372765292916,-0.7190372765292916,0.0,1000
142522,770,1.7105154381424543,1.410515438142454,10.0,101
142578,771,1.4241653049644303,1.3641653049644302,2.0,56
142609,772,1.3098497546560475,1.3098497546560475,0.0,31
142664,773,2.28137366043592,2.01137366043592,9.0,55
142779,774,1.6699917131201267,1.3399917131201264,11.0,115
142909,775,2.048971653771296,1.7489716537712958,10.0,130
142960,776,2.0629400408576464,1.9129400408576462,5.0,51
143119,777,2.533343186020383,2.533343186020383,0.0,159
143232,778,2.560694721410745,2.0506947214107436,17.0,113
143299,779,2.2275645463879874,2.2275645463879874,0.0,67
143415,780,1.6563839218191507,1.6563839218191507,0.0,116
143519,781,3.4773822731225303,3.4773822731225303,0.0,104
143736,782,3.440640030838098,3.1406400308380973,10.0,217
143813,783,2.704529238498126,2.584529238498126,4.0,77
143871,784,2.2461382832638783,2.0661382832638786,6.0,58
144002,785,2.0496166045750566,1.6596166045750564,13.0,131
144109,786,3.249284785847128,2.7692847858471277,16.0,107
144212,787,3.1335414915604938,2.7735414915604935,12.0,103
144246,788,1.5845960063606004,1.5845960063606004,0.0,34
145246,789,0.034823530895471855,0.034823530895471855,0.0,1000
145322,790,2.782588954372972,2.7225889543729718,2.0,76
145357,791,1.613468844213712,1.613468844213712,0.0,35
145411,792,1.8766369069106077,1.4566369069106075,14.0,54
145497,793,1.5267131480456826,1.5267131480456826,0.0,86
145584,794,1.3705997073386866,1.3105997073386866,2.0,87
145618,795,1.4773862174555439,1.4773862174555439,0.0,34
145660,796,1.8093174574388546,1.8093174574388546,0.0,42
145721,797,1.5130567291445685,1.5130567291445685,0.0,61
145834,798,1.9673267526830494,1.6673267526830493,10.0,113
145980,799,2.133168669255858,2.0731686692558577,2.0,146
146071,800,3.162328962967861,2.8923289629678615,9.0,91
146188,801,2.201634514784211,2.201634514784211,0.0,117
146222,802,1.3252922734225865,1.3252922734225865,0.0,34
146296,803,2.6429294137912005,2.5529294137912,3.0,74
147296,804,-18.006712636357815,-18.006712636357815,0.0,1000
147361,805,2.5955177457325807,2.505517745732581,3.0,65
147534,806,2.9112205349140647,2.371220534914065,18.0,173
147629,807,2.017123071902253,2.017123071902253,0.0,95
148333,808,2.150553562540372,-3.009446437459621,172.0,704
148721,809,2.6871529405700763,0.31715294057007437,79.0,388
148754,810,1.5208049387832332,1.5208049387832332,0.0,33
149231,811,1.9715934452102097,-4.3884065547897775,212.0,477
149366,812,2.730627978617467,2.730627978617467,0.0,135
149437,813,2.7479079609467334,2.267907960946734,16.0,71
149471,814,1.5216021141380285,1.5216021141380285,0.0,34
149527,815,2.12337339394048,2.12337339394048,0.0,56
149933,816,1.8017486413585102,-3.5082513586414845,177.0,406
149976,817,1.8149186344750539,1.8149186344750539,0.0,43
