step,mean_return,std_return,mean_cost,std_cost,mean_length,selection_score
0,3.0487945299267585,1.3281442945306594,52.8,72.22021877563095,248.4,2.7847945299267582
25000,4.041273636749606,2.3326771130515063,64.2,72.27420009934389,271.0,3.720273636749606
50000,3.450692124643082,2.5848345568111264,47.2,77.74805463804223,252.4,3.214692124643082
75000,3.4305507512393008,1.5836204433364194,47.9,69.55350458460019,196.4,3.1910507512393007
100000,2.9339256400973364,1.5968529418123072,53.2,77.4490800461826,233.0,2.6679256400973363
125000,3.443187085158013,2.2220161156493003,105.3,98.25583952111955,325.2,2.916687085158013
150000,2.2141962147419414,1.8288881978354514,41.4,72.6280937378918,235.2,2.0071962147419415
175000,2.7812042524176013,2.103894751808881,87.8,95.71499360079379,312.2,2.342204252417601
200000,2.9572753363209907,1.4471141768728604,33.4,70.27403503428559,277.6,2.790275336320991
225000,2.7492619549685315,1.8333077265549715,24.5,40.05059300434888,256.8,2.6267619549685315
250000,2.9277769045576165,1.7627477352915655,19.9,17.026156348395254,223.4,2.8282769045576166
275000,3.171004471736287,1.7056953998808557,64.0,85.22675636207212,325.2,2.851004471736287
300000,3.2787442433593554,1.7698575901729798,14.2,14.951922953252534,181.0,3.2077442433593553
325000,3.207697880292818,1.2825626481695256,38.1,63.552261958171094,250.4,3.017197880292818
350000,3.063091325196678,2.013502607295496,19.2,19.599999999999998,194.4,2.967091325196678
375000,2.8395585436056185,1.9341528953830156,16.6,21.341040274550814,192.0,2.7565585436056184
400000,2.7748903794850177,1.4966754736698242,23.2,25.693578964402757,233.4,2.6588903794850176
425000,2.478646658952864,2.057741885948941,73.2,81.71021967905851,343.2,2.112646658952864
450000,2.17085228881724,0.6886329854236958,51.2,78.76775990213255,210.4,1.91485228881724
475000,2.7462133528053827,1.6829555491041588,72.3,88.96634195020046,329.0,2.3847133528053828
500000,3.6406895315663865,3.133594346079528,33.8,37.23385556184049,280.2,3.4716895315663865
525000,1.7790806865220887,1.27031360119621,62.3,105.67596699344652,228.8,1.4675806865220888
550000,3.1352384456569276,2.350869876374601,41.6,63.73413528086813,280.6,2.9272384456569274
575000,2.659439406011374,1.6630049545735461,66.3,86.03842164986523,309.2,2.327939406011374
600000,2.2299604121342904,1.1339955801348087,13.6,17.63065512112355,164.0,2.1619604121342904
625000,2.8846189193500007,2.0404477487932957,17.3,26.63475173527998,257.4,2.7981189193500007
650000,3.330894808276807,0.8433996272554414,11.1,12.78632081562167,163.0,3.275394808276807
675000,3.3582799423750487,1.9152462349382637,11.6,10.34601372510205,190.4,3.300279942375049
700000,3.800266519074672,2.6828462434810536,54.2,77.32114846534549,313.6,3.529266519074672
725000,2.944692398397941,1.7673666680928313,30.1,73.69728624583135,193.2,2.794192398397941
750000,1.8890029611022434,2.5214043201291725,74.9,99.40568394211671,347.0,1.5145029611022434
775000,2.4879520362686085,2.7006204618308596,46.9,77.96082349488107,271.4,2.2534520362686083
800000,2.39887024765374,1.0956751229500616,30.1,61.23961136388767,200.6,2.2483702476537397
825000,3.0646423364710538,1.4501959840411904,18.6,20.431348462595412,229.6,2.971642336471054
850000,2.199644302014574,0.8174115520614793,55.0,77.67882594375381,196.2,1.924644302014574
875000,2.59331005118437,1.714445339610773,35.3,66.61538861254206,271.8,2.41681005118437
900000,2.406429603794209,1.8047027664840687,34.3,70.4770175305397,241.8,2.234929603794209
925000,3.854554631651765,2.144979882660229,36.7,66.55381281339184,326.6,3.671054631651765
950000,2.7211901701582812,1.6674110079964106,49.2,71.92607315848683,294.8,2.4751901701582812
975000,2.927962350176985,1.3460795252945978,33.3,52.484378628311866,233.8,2.761462350176985
1000000,2.4768455794395368,0.9855783872989379,36.8,67.85101325698828,187.2,2.2928455794395366
